time,open,high,low,close,volume
2024-09-16 09:15:00+05:30,25406.65,25411.6,25369.75,25376.5,0
2024-09-16 09:15:05+05:30,25372.45,25385.1,25366.0,25383.2,0
2024-09-16 09:15:10+05:30,25386.7,25394.0,25382.55,25383.25,0
2024-09-16 09:15:15+05:30,25381.65,25384.2,25378.05,25383.5,0
2024-09-16 09:15:20+05:30,25386.9,25389.75,25384.85,25386.35,0
2024-09-16 09:15:25+05:30,25388.85,25392.15,25386.2,25386.9,0
2024-09-16 09:15:30+05:30,25387.35,25394.9,25387.35,25390.0,0
2024-09-16 09:15:35+05:30,25390.0,25398.0,25390.0,25395.25,0
2024-09-16 09:15:40+05:30,25395.25,25396.55,25391.55,25395.0,0
2024-09-16 09:15:45+05:30,25396.35,25398.8,25395.2,25397.75,0
2024-09-16 09:15:50+05:30,25398.45,25401.35,25396.4,25396.4,0
2024-09-16 09:15:55+05:30,25397.45,25398.15,25393.95,25394.75,0
2024-09-16 09:16:00+05:30,25395.85,25397.95,25393.4,25397.95,0
2024-09-16 09:16:05+05:30,25398.55,25400.15,25396.0,25398.25,0
2024-09-16 09:16:10+05:30,25397.95,25399.0,25395.7,25397.1,0
2024-09-16 09:16:15+05:30,25398.1,25400.05,25396.0,25399.25,0
2024-09-16 09:16:20+05:30,25400.7,25400.7,25397.6,25397.6,0
2024-09-16 09:16:25+05:30,25400.55,25400.55,25397.6,25397.85,0
2024-09-16 09:16:30+05:30,25398.0,25398.4,25395.45,25397.6,0
2024-09-16 09:16:35+05:30,25398.5,25399.7,25394.0,25394.9,0
2024-09-16 09:16:40+05:30,25393.35,25393.35,25389.55,25391.1,0
2024-09-16 09:16:45+05:30,25391.25,25394.65,25390.85,25393.1,0
2024-09-16 09:16:50+05:30,25393.8,25397.1,25393.4,25394.45,0
2024-09-16 09:16:55+05:30,25393.85,25399.75,25393.85,25396.1,0
2024-09-16 09:17:00+05:30,25394.3,25398.05,25393.3,25395.95,0
2024-09-16 09:17:05+05:30,25395.05,25397.25,25392.75,25395.15,0
2024-09-16 09:17:10+05:30,25395.35,25396.25,25393.8,25396.25,0
2024-09-16 09:17:15+05:30,25396.05,25397.05,25394.85,25394.85,0
2024-09-16 09:17:20+05:30,25395.65,25396.5,25394.0,25394.75,0
2024-09-16 09:17:25+05:30,25394.9,25396.3,25393.65,25396.3,0
2024-09-16 09:17:30+05:30,25395.45,25400.9,25395.45,25399.7,0
2024-09-16 09:17:35+05:30,25400.2,25400.35,25398.05,25398.75,0
2024-09-16 09:17:40+05:30,25398.65,25399.5,25397.15,25399.35,0
2024-09-16 09:17:45+05:30,25399.2,25399.2,25394.85,25395.05,0
2024-09-16 09:17:50+05:30,25399.2,25401.2,25398.05,25400.5,0
2024-09-16 09:17:55+05:30,25402.2,25402.75,25401.0,25402.25,0
2024-09-16 09:18:00+05:30,25402.9,25402.9,25398.8,25400.15,0
2024-09-16 09:18:05+05:30,25402.05,25402.05,25398.65,25400.35,0
2024-09-16 09:18:10+05:30,25400.15,25402.8,25399.65,25401.8,0
2024-09-16 09:18:15+05:30,25399.65,25401.05,25399.45,25400.65,0
2024-09-16 09:18:20+05:30,25401.3,25404.15,25400.9,25403.6,0
2024-09-16 09:18:25+05:30,25404.5,25405.05,25402.4,25402.4,0
2024-09-16 09:18:30+05:30,25404.55,25404.55,25402.2,25402.3,0
2024-09-16 09:18:35+05:30,25402.3,25403.3,25400.25,25400.25,0
2024-09-16 09:18:40+05:30,25400.8,25401.85,25398.85,25400.9,0
2024-09-16 09:18:45+05:30,25400.9,25401.35,25398.55,25400.0,0
2024-09-16 09:18:50+05:30,25400.35,25401.25,25399.15,25401.25,0
2024-09-16 09:18:55+05:30,25402.0,25402.0,25397.8,25399.05,0
2024-09-16 09:19:00+05:30,25401.1,25401.1,25398.15,25398.6,0
2024-09-16 09:19:05+05:30,25400.2,25400.2,25392.7,25393.0,0
2024-09-16 09:19:10+05:30,25394.55,25394.95,25392.1,25394.15,0
2024-09-16 09:19:15+05:30,25392.8,25395.6,25392.8,25394.6,0
2024-09-16 09:19:20+05:30,25396.3,25396.3,25394.3,25395.65,0
2024-09-16 09:19:25+05:30,25394.15,25396.0,25393.55,25395.1,0
2024-09-16 09:19:30+05:30,25395.45,25398.05,25395.4,25397.5,0
2024-09-16 09:19:35+05:30,25397.85,25398.6,25396.4,25398.6,0
2024-09-16 09:19:40+05:30,25399.9,25399.9,25396.8,25396.8,0
2024-09-16 09:19:45+05:30,25398.75,25399.35,25397.05,25398.15,0
2024-09-16 09:19:50+05:30,25396.85,25397.15,25395.7,25395.8,0
2024-09-16 09:19:55+05:30,25393.9,25396.95,25393.9,25395.3,0
2024-09-16 09:20:00+05:30,25396.5,25396.5,25393.45,25394.6,0
2024-09-16 09:20:05+05:30,25394.8,25394.8,25391.4,25392.95,0
2024-09-16 09:20:10+05:30,25393.2,25393.2,25388.7,25390.75,0
2024-09-16 09:20:15+05:30,25390.25,25392.45,25389.75,25392.45,0
2024-09-16 09:20:20+05:30,25392.85,25396.2,25390.5,25395.95,0
2024-09-16 09:20:25+05:30,25395.1,25396.9,25394.0,25396.4,0
2024-09-16 09:20:30+05:30,25397.7,25398.2,25395.7,25397.15,0
2024-09-16 09:20:35+05:30,25397.8,25398.3,25396.1,25397.95,0
2024-09-16 09:20:40+05:30,25398.65,25398.65,25395.45,25395.6,0
2024-09-16 09:20:45+05:30,25397.3,25397.3,25394.75,25397.25,0
2024-09-16 09:20:50+05:30,25397.2,25397.4,25395.7,25396.85,0
2024-09-16 09:20:55+05:30,25398.3,25398.6,25395.7,25396.7,0
2024-09-16 09:21:00+05:30,25396.25,25396.25,25394.2,25395.2,0
2024-09-16 09:21:05+05:30,25394.55,25396.05,25392.75,25396.05,0
2024-09-16 09:21:10+05:30,25396.0,25396.85,25391.2,25391.2,0
2024-09-16 09:21:15+05:30,25392.05,25394.35,25392.05,25394.0,0
2024-09-16 09:21:20+05:30,25393.9,25394.45,25393.4,25394.45,0
2024-09-16 09:21:25+05:30,25393.7,25393.7,25391.5,25392.75,0
2024-09-16 09:21:30+05:30,25392.45,25393.65,25390.55,25391.5,0
2024-09-16 09:21:35+05:30,25392.25,25395.35,25390.5,25395.35,0
2024-09-16 09:21:40+05:30,25396.15,25396.15,25391.5,25392.2,0
2024-09-16 09:21:45+05:30,25391.7,25391.75,25390.4,25391.2,0
2024-09-16 09:21:50+05:30,25391.65,25392.1,25390.95,25391.4,0
2024-09-16 09:21:55+05:30,25391.55,25391.85,25390.65,25391.05,0
2024-09-16 09:22:00+05:30,25390.55,25390.55,25387.2,25388.55,0
2024-09-16 09:22:05+05:30,25388.7,25389.75,25387.35,25389.4,0
2024-09-16 09:22:10+05:30,25390.1,25390.1,25387.7,25387.9,0
2024-09-16 09:22:15+05:30,25387.85,25388.75,25387.0,25388.05,0
2024-09-16 09:22:20+05:30,25390.45,25390.45,25388.0,25390.3,0
2024-09-16 09:22:25+05:30,25389.9,25389.9,25387.7,25387.7,0
2024-09-16 09:22:30+05:30,25389.15,25389.2,25387.6,25388.8,0
2024-09-16 09:22:35+05:30,25387.85,25389.3,25387.85,25388.9,0
2024-09-16 09:22:40+05:30,25389.35,25391.2,25387.05,25389.95,0
2024-09-16 09:22:45+05:30,25389.3,25391.25,25388.85,25391.25,0
2024-09-16 09:22:50+05:30,25390.95,25393.7,25390.9,25391.2,0
2024-09-16 09:22:55+05:30,25392.0,25392.0,25389.95,25390.85,0
2024-09-16 09:23:00+05:30,25389.75,25392.25,25389.2,25391.7,0
2024-09-16 09:23:05+05:30,25391.5,25391.5,25387.85,25387.85,0
2024-09-16 09:23:10+05:30,25387.75,25388.45,25387.5,25387.75,0
2024-09-16 09:23:15+05:30,25388.35,25391.2,25388.35,25389.45,0
2024-09-16 09:23:20+05:30,25390.2,25390.55,25389.65,25390.55,0
2024-09-16 09:23:25+05:30,25389.05,25390.0,25387.85,25388.3,0
2024-09-16 09:23:30+05:30,25387.6,25389.25,25387.5,25389.25,0
2024-09-16 09:23:35+05:30,25388.8,25390.3,25388.2,25390.3,0
2024-09-16 09:23:40+05:30,25390.8,25390.8,25386.5,25387.45,0
2024-09-16 09:23:45+05:30,25386.9,25388.7,25385.8,25387.7,0
2024-09-16 09:23:50+05:30,25387.3,25390.65,25387.3,25390.65,0
2024-09-16 09:23:55+05:30,25390.25,25391.4,25389.6,25391.4,0
2024-09-16 09:24:00+05:30,25392.95,25393.25,25391.65,25393.25,0
2024-09-16 09:24:05+05:30,25393.5,25393.5,25389.8,25390.5,0
2024-09-16 09:24:10+05:30,25390.4,25391.45,25389.55,25390.25,0
2024-09-16 09:24:15+05:30,25390.3,25390.7,25389.0,25389.9,0
2024-09-16 09:24:20+05:30,25390.2,25391.2,25389.65,25390.3,0
2024-09-16 09:24:25+05:30,25388.7,25389.15,25387.25,25389.1,0
2024-09-16 09:24:30+05:30,25387.2,25388.35,25385.7,25387.25,0
2024-09-16 09:24:35+05:30,25387.25,25389.05,25384.2,25386.0,0
2024-09-16 09:24:40+05:30,25386.0,25386.0,25382.75,25384.3,0
2024-09-16 09:24:45+05:30,25385.15,25385.75,25383.6,25384.5,0
2024-09-16 09:24:50+05:30,25384.45,25388.8,25384.45,25387.9,0
2024-09-16 09:24:55+05:30,25387.1,25388.8,25386.95,25387.95,0
2024-09-16 09:25:00+05:30,25388.15,25388.15,25385.35,25385.95,0
2024-09-16 09:25:05+05:30,25387.05,25388.4,25386.7,25388.4,0
